Gauge gauge_0 Location: X=4.521, Y=1.196
Time(s) dt(s) Depth(m) Elevation(m)
0.017486 0.017486 0.012800 0.000000
0.034972 0.017486 0.012800 0.000000
0.052459 0.017486 0.012800 0.000000
0.069945 0.017486 0.012800 0.000000
0.087431 0.017486 0.012800 0.000000
0.104917 0.017486 0.012800 0.000000
0.122403 0.017486 0.012800 0.000000
0.139889 0.017486 0.012800 0.000000
0.157375 0.017486 0.012800 -0.000000
0.174860 0.017485 0.012800 -0.000000
0.192345 0.017485 0.012800 -0.000000
0.209830 0.017485 0.012800 -0.000000
0.227314 0.017484 0.012800 -0.000000
0.244798 0.017484 0.012800 -0.000000
0.262282 0.017484 0.012800 -0.000000
0.279766 0.017484 0.012800 -0.000000
0.297249 0.017483 0.012800 -0.000000
0.314732 0.017483 0.012800 -0.000000
0.332215 0.017483 0.012800 -0.000000
0.349697 0.017483 0.012800 -0.000000
0.367180 0.017482 0.012800 -0.000000
0.384662 0.017482 0.012800 -0.000000
0.402144 0.017482 0.012800 -0.000000
0.419626 0.017482 0.012800 -0.000000
0.437107 0.017482 0.012800 -0.000000
0.454589 0.017482 0.012800 -0.000000
0.472071 0.017482 0.012800 -0.000000
0.489552 0.017482 0.012800 -0.000000
0.507034 0.017481 0.012800 -0.000000
0.524515 0.017481 0.012800 -0.000000
0.541996 0.017481 0.012800 -0.000000
0.559478 0.017481 0.012800 -0.000000
0.576959 0.017481 0.012800 -0.000000
0.594441 0.017481 0.012800 -0.000000
0.611922 0.017481 0.012800 -0.000000
0.629403 0.017481 0.012800 -0.000000
0.646885 0.017481 0.012800 -0.000000
0.664366 0.017481 0.012800 -0.000000
0.681848 0.017481 0.012799 -0.000000
0.699329 0.017482 0.012799 -0.000000
0.716811 0.017482 0.012799 -0.000000
0.734292 0.017482 0.012799 -0.000000
0.751774 0.017482 0.012799 -0.000001
0.769256 0.017482 0.012799 -0.000001
0.786738 0.017482 0.012799 -0.000001
0.804220 0.017482 0.012799 -0.000001
0.821702 0.017482 0.012798 -0.000001
0.839184 0.017482 0.012798 -0.000002
0.856666 0.017482 0.012798 -0.000002
0.874148 0.017482 0.012797 -0.000002
0.891630 0.017482 0.012797 -0.000003
0.909113 0.017482 0.012796 -0.000003
0.926595 0.017482 0.012796 -0.000004
0.944077 0.017482 0.012795 -0.000005
0.961560 0.017483 0.012794 -0.000006
0.979043 0.017483 0.012793 -0.000007
0.996525 0.017483 0.012791 -0.000008
1.014008 0.017483 0.012790 -0.000010
1.031491 0.017483 0.012788 -0.000012
1.048973 0.017483 0.012786 -0.000013
1.066456 0.017483 0.012784 -0.000015
1.083939 0.017483 0.012782 -0.000018
1.101422 0.017483 0.012780 -0.000020
1.118905 0.017483 0.012777 -0.000022
1.136388 0.017483 0.012775 -0.000025
1.153870 0.017483 0.012772 -0.000028
1.171353 0.017483 0.012769 -0.000031
1.188836 0.017483 0.012766 -0.000034
1.206319 0.017483 0.012763 -0.000037
1.223802 0.017483 0.012760 -0.000040
1.241284 0.017483 0.012756 -0.000043
1.258767 0.017483 0.012753 -0.000046
1.276250 0.017483 0.012750 -0.000049
1.293732 0.017483 0.012747 -0.000052
1.311215 0.017483 0.012744 -0.000055
1.328697 0.017482 0.012741 -0.000058
1.346180 0.017482 0.012739 -0.000061
1.363662 0.017482 0.012736 -0.000064
1.381144 0.017482 0.012733 -0.000066
1.398627 0.017482 0.012731 -0.000069
1.416109 0.017482 0.012729 -0.000071
1.433591 0.017482 0.012726 -0.000073
1.451073 0.017482 0.012725 -0.000075
1.468555 0.017482 0.012723 -0.000077
1.486037 0.017482 0.012721 -0.000079
1.503519 0.017482 0.012720 -0.000080
1.521001 0.017482 0.012719 -0.000081
1.538482 0.017482 0.012718 -0.000082
1.555964 0.017482 0.012717 -0.000083
1.573446 0.017482 0.012716 -0.000084
1.590927 0.017482 0.012716 -0.000084
1.608409 0.017481 0.012716 -0.000084
1.625890 0.017481 0.012716 -0.000084
1.643371 0.017481 0.012716 -0.000084
