Gauge gauge_1 Location: X=4.521, Y=1.696
Time(s) dt(s) Depth(m) Elevation(m)
0.017486 0.017486 0.002586 -0.000000
0.034972 0.017486 0.002586 -0.000000
0.052459 0.017486 0.002585 -0.000001
0.069945 0.017486 0.002585 -0.000001
0.087431 0.017486 0.002584 -0.000002
0.104917 0.017486 0.002583 -0.000003
0.122403 0.017486 0.002583 -0.000003
0.139889 0.017486 0.002582 -0.000004
0.157375 0.017486 0.002581 -0.000005
0.174860 0.017485 0.002580 -0.000006
0.192345 0.017485 0.002579 -0.000007
0.209830 0.017485 0.002577 -0.000008
0.227314 0.017484 0.002576 -0.000010
0.244798 0.017484 0.002575 -0.000011
0.262282 0.017484 0.002574 -0.000012
0.279766 0.017484 0.002573 -0.000013
0.297249 0.017483 0.002571 -0.000014
0.314732 0.017483 0.002570 -0.000016
0.332215 0.017483 0.002569 -0.000017
0.349697 0.017483 0.002568 -0.000018
0.367180 0.017482 0.002566 -0.000020
0.384662 0.017482 0.002565 -0.000021
0.402144 0.017482 0.002564 -0.000022
0.419626 0.017482 0.002562 -0.000024
0.437107 0.017482 0.002561 -0.000025
0.454589 0.017482 0.002560 -0.000026
0.472071 0.017482 0.002558 -0.000027
0.489552 0.017482 0.002557 -0.000029
0.507034 0.017481 0.002556 -0.000030
0.524515 0.017481 0.002555 -0.000031
0.541996 0.017481 0.002554 -0.000032
0.559478 0.017481 0.002552 -0.000033
0.576959 0.017481 0.002551 -0.000035
0.594441 0.017481 0.002550 -0.000036
0.611922 0.017481 0.002549 -0.000037
0.629403 0.017481 0.002548 -0.000038
0.646885 0.017481 0.002547 -0.000039
0.664366 0.017481 0.002546 -0.000040
0.681848 0.017481 0.002545 -0.000041
0.699329 0.017482 0.002544 -0.000042
0.716811 0.017482 0.002543 -0.000043
0.734292 0.017482 0.002541 -0.000044
0.751774 0.017482 0.002540 -0.000046
0.769256 0.017482 0.002539 -0.000047
0.786738 0.017482 0.002538 -0.000048
0.804220 0.017482 0.002537 -0.000049
0.821702 0.017482 0.002536 -0.000050
0.839184 0.017482 0.002535 -0.000051
0.856666 0.017482 0.002534 -0.000052
0.874148 0.017482 0.002533 -0.000052
0.891630 0.017482 0.002533 -0.000053
0.909113 0.017482 0.002532 -0.000054
0.926595 0.017482 0.002531 -0.000055
0.944077 0.017482 0.002530 -0.000056
0.961560 0.017483 0.002530 -0.000056
0.979043 0.017483 0.002529 -0.000057
0.996525 0.017483 0.002529 -0.000057
1.014008 0.017483 0.002528 -0.000058
1.031491 0.017483 0.002528 -0.000058
1.048973 0.017483 0.002527 -0.000059
1.066456 0.017483 0.002527 -0.000059
1.083939 0.017483 0.002526 -0.000059
1.101422 0.017483 0.002526 -0.000060
1.118905 0.017483 0.002526 -0.000060
1.136388 0.017483 0.002526 -0.000060
1.153870 0.017483 0.002526 -0.000060
1.171353 0.017483 0.002526 -0.000060
1.188836 0.017483 0.002526 -0.000060
1.206319 0.017483 0.002525 -0.000060
1.223802 0.017483 0.002525 -0.000060
1.241284 0.017483 0.002526 -0.000060
1.258767 0.017483 0.002526 -0.000060
1.276250 0.017483 0.002526 -0.000060
1.293732 0.017483 0.002526 -0.000060
1.311215 0.017483 0.002526 -0.000060
1.328697 0.017482 0.002526 -0.000060
1.346180 0.017482 0.002526 -0.000060
1.363662 0.017482 0.002527 -0.000059
1.381144 0.017482 0.002527 -0.000059
1.398627 0.017482 0.002527 -0.000059
1.416109 0.017482 0.002527 -0.000059
1.433591 0.017482 0.002528 -0.000058
1.451073 0.017482 0.002528 -0.000058
1.468555 0.017482 0.002528 -0.000058
1.486037 0.017482 0.002529 -0.000057
1.503519 0.017482 0.002529 -0.000057
1.521001 0.017482 0.002530 -0.000056
1.538482 0.017482 0.002530 -0.000056
1.555964 0.017482 0.002531 -0.000055
1.573446 0.017482 0.002531 -0.000055
1.590927 0.017482 0.002532 -0.000054
1.608409 0.017481 0.002532 -0.000054
1.625890 0.017481 0.002533 -0.000053
1.643371 0.017481 0.002533 -0.000052
1.660852 0.017481 0.002534 -0.000052
1.678333 0.017481 0.002535 -0.000051
1.695814 0.017481 0.002536 -0.000050
1.713295 0.017481 0.002536 -0.000049
1.730776 0.017481 0.002537 -0.000049
1.748257 0.017481 0.002538 -0.000048
1.765738 0.017481 0.002539 -0.000047
1.783218 0.017481 0.002540 -0.000046
1.800699 0.017480 0.002541 -0.000045
1.818179 0.017480 0.002542 -0.000044
1.835659 0.017480 0.002543 -0.000043
1.853139 0.017480 0.002543 -0.000042
1.870620 0.017480 0.002544 -0.000042
1.888100 0.017480 0.002545 -0.000041
1.905579 0.017480 0.002546 -0.000040
1.923059 0.017480 0.002547 -0.000039
1.940539 0.017480 0.002548 -0.000038
1.958019 0.017480 0.002549 -0.000037
1.975498 0.017480 0.002550 -0.000036
1.992978 0.017480 0.002551 -0.000035
2.010457 0.017480 0.002552 -0.000034
2.027937 0.017479 0.002553 -0.000033
2.045416 0.017479 0.002554 -0.000032
2.062896 0.017479 0.002555 -0.000031
2.080375 0.017479 0.002556 -0.000030
2.097855 0.017479 0.002556 -0.000029
2.115334 0.017479 0.002557 -0.000029
2.132813 0.017479 0.002558 -0.000028
2.150293 0.017479 0.002559 -0.000027
2.167772 0.017479 0.002560 -0.000026
2.185252 0.017479 0.002561 -0.000025
2.202731 0.017480 0.002562 -0.000024
2.220211 0.017480 0.002563 -0.000023
2.237691 0.017480 0.002564 -0.000022
2.255170 0.017480 0.002565 -0.000021
2.272650 0.017480 0.002565 -0.000021
2.290131 0.017480 0.002566 -0.000020
2.307611 0.017480 0.002567 -0.000019
2.325092 0.017481 0.002568 -0.000018
2.342572 0.017481 0.002569 -0.000017
2.360053 0.017481 0.002569 -0.000017
2.377535 0.017481 0.002570 -0.000016
2.395017 0.017482 0.002571 -0.000015
2.412499 0.017482 0.002572 -0.000014
2.429981 0.017482 0.002572 -0.000014
2.447464 0.017483 0.002573 -0.000013
2.464948 0.017483 0.002574 -0.000012
2.482431 0.017484 0.002574 -0.000012
2.499916 0.017484 0.002575 -0.000011
2.517401 0.017485 0.002576 -0.000010
2.534886 0.017485 0.002576 -0.000010
2.552371 0.017485 0.002577 -0.000009
2.569857 0.017485 0.002577 -0.000009
2.587342 0.017485 0.002578 -0.000008
2.604827 0.017485 0.002578 -0.000008
2.622313 0.017485 0.002579 -0.000007
2.639798 0.017485 0.002579 -0.000007
2.657283 0.017485 0.002580 -0.000006
2.674768 0.017485 0.002580 -0.000006
2.692253 0.017485 0.002581 -0.000005
2.709739 0.017485 0.002581 -0.000005
2.727224 0.017485 0.002582 -0.000004
2.744709 0.017485 0.002582 -0.000004
2.762194 0.017485 0.002582 -0.000004
2.779679 0.017485 0.002583 -0.000003
2.797164 0.017485 0.002583 -0.000003
2.814649 0.017485 0.002583 -0.000003
2.832134 0.017485 0.002584 -0.000002
2.849619 0.017485 0.002584 -0.000002
2.867104 0.017485 0.002584 -0.000002
2.884589 0.017485 0.002584 -0.000001
2.902074 0.017485 0.002585 -0.000001
2.919559 0.017485 0.002585 -0.000001
2.937044 0.017485 0.002585 -0.000001
2.954529 0.017485 0.002585 -0.000001
2.972014 0.017485 0.002585 -0.000001
2.989499 0.017485 0.002585 -0.000001
3.006984 0.017485 0.002585 -0.000001
3.024469 0.017485 0.002585 -0.000000
3.041954 0.017485 0.002585 -0.000000
3.059439 0.017485 0.002585 -0.000000
3.076924 0.017485 0.002585 -0.000000
3.094409 0.017485 0.002585 -0.000000
3.111894 0.017485 0.002585 -0.000000
3.129380 0.017485 0.002585 -0.000001
3.146865 0.017485 0.002585 -0.000001
3.164350 0.017485 0.002585 -0.000001
3.181835 0.017485 0.002585 -0.000001
3.199320 0.017485 0.002585 -0.000001
3.216805 0.017485 0.002585 -0.000001
3.234291 0.017485 0.002585 -0.000001
3.251776 0.017485 0.002585 -0.000001
3.269261 0.017485 0.002585 -0.000001
3.286747 0.017485 0.002584 -0.000002
3.304232 0.017485 0.002584 -0.000002
3.321717 0.017485 0.002584 -0.000002
3.339203 0.017485 0.002584 -0.000002
3.356688 0.017485 0.002584 -0.000002
3.374174 0.017485 0.002584 -0.000002
3.391659 0.017485 0.002583 -0.000002
3.409144 0.017485 0.002583 -0.000003
3.426630 0.017485 0.002583 -0.000003
3.444115 0.017485 0.002583 -0.000003
3.461601 0.017485 0.002583 -0.000003
3.479086 0.017485 0.002583 -0.000003
3.496572 0.017485 0.002583 -0.000003
3.514057 0.017485 0.002583 -0.000003
3.531543 0.017485 0.002583 -0.000003
3.549028 0.017485 0.002583 -0.000003
3.566514 0.017485 0.002583 -0.000003
3.583999 0.017485 0.002583 -0.000003
3.601485 0.017485 0.002583 -0.000003
3.618970 0.017486 0.002583 -0.000003
3.636456 0.017486 0.002583 -0.000003
3.653941 0.017486 0.002583 -0.000003
3.671427 0.017486 0.002583 -0.000003
3.688913 0.017486 0.002583 -0.000003
3.706399 0.017486 0.002583 -0.000002
3.723885 0.017486 0.002584 -0.000002
3.741371 0.017486 0.002584 -0.000002
3.758858 0.017487 0.002584 -0.000002
3.776345 0.017487 0.002584 -0.000002
3.793832 0.017487 0.002585 -0.000001
3.811320 0.017487 0.002585 -0.000001
3.828807 0.017488 0.002585 -0.000001
3.846296 0.017488 0.002586 -0.000000
3.863784 0.017488 0.002586 0.000000
3.881272 0.017488 0.002586 0.000000
3.898760 0.017488 0.002587 0.000001
3.916247 0.017487 0.002587 0.000001
3.933734 0.017487 0.002588 0.000002
3.951221 0.017487 0.002588 0.000002
3.968707 0.017486 0.002589 0.000003
3.986193 0.017486 0.002589 0.000004
4.003679 0.017486 0.002590 0.000004
4.021165 0.017486 0.002591 0.000005
4.038650 0.017485 0.002592 0.000006
4.056135 0.017485 0.002592 0.000006
4.073620 0.017485 0.002593 0.000007
4.091104 0.017485 0.002594 0.000008
4.108588 0.017484 0.002595 0.000009
4.126073 0.017484 0.002596 0.000010
4.143557 0.017484 0.002596 0.000010
4.161041 0.017484 0.002597 0.000011
4.178525 0.017484 0.002598 0.000012
4.196008 0.017484 0.002599 0.000013
4.213492 0.017484 0.002600 0.000014
4.230976 0.017484 0.002601 0.000015
4.248460 0.017484 0.002602 0.000016
4.265944 0.017484 0.002603 0.000017
4.283427 0.017484 0.002604 0.000018
4.300911 0.017484 0.002605 0.000019
4.318395 0.017484 0.002606 0.000020
4.335880 0.017484 0.002607 0.000021
4.353364 0.017484 0.002608 0.000022
4.370848 0.017484 0.002609 0.000023
4.388333 0.017485 0.002610 0.000024
4.405818 0.017485 0.002611 0.000025
4.423303 0.017485 0.002612 0.000026
4.440788 0.017485 0.002613 0.000027
4.458273 0.017485 0.002614 0.000028
4.475759 0.017486 0.002615 0.000029
4.493245 0.017486 0.002616 0.000030
4.510732 0.017486 0.002617 0.000031
4.528218 0.017487 0.002618 0.000032
4.545705 0.017487 0.002619 0.000033
4.563191 0.017487 0.002620 0.000034
4.580678 0.017486 0.002621 0.000035
4.598164 0.017486 0.002622 0.000036
4.615650 0.017486 0.002623 0.000037
4.633137 0.017486 0.002623 0.000038
4.650623 0.017486 0.002624 0.000038
4.668109 0.017486 0.002625 0.000039
4.685596 0.017486 0.002626 0.000040
4.703082 0.017487 0.002627 0.000041
4.720569 0.017487 0.002627 0.000041
4.738056 0.017487 0.002628 0.000042
4.755543 0.017487 0.002629 0.000043
4.773031 0.017487 0.002629 0.000044
4.790518 0.017488 0.002630 0.000044
4.808006 0.017488 0.002631 0.000045
4.825494 0.017488 0.002631 0.000045
4.842982 0.017488 0.002632 0.000046
4.860471 0.017489 0.002632 0.000046
4.877960 0.017489 0.002633 0.000047
4.895449 0.017489 0.002633 0.000047
4.912938 0.017490 0.002634 0.000048
4.930428 0.017490 0.002634 0.000048
4.947919 0.017490 0.002634 0.000048
4.965409 0.017491 0.002635 0.000049
4.982900 0.017491 0.002635 0.000049
5.000392 0.017491 0.002635 0.000049
5.017883 0.017492 0.002635 0.000049
5.035376 0.017492 0.002635 0.000049
5.052868 0.017492 0.002635 0.000049
5.070360 0.017493 0.002635 0.000049
5.087853 0.017493 0.002635 0.000049
5.105346 0.017493 0.002635 0.000049
5.122840 0.017493 0.002635 0.000049
5.140333 0.017494 0.002635 0.000049
5.157827 0.017494 0.002635 0.000049
5.175321 0.017494 0.002635 0.000049
5.192816 0.017494 0.002635 0.000049
5.210310 0.017495 0.002634 0.000048
5.227805 0.017495 0.002634 0.000048
5.245300 0.017495 0.002634 0.000048
5.262795 0.017495 0.002634 0.000048
5.280290 0.017495 0.002633 0.000047
5.297786 0.017496 0.002633 0.000047
5.315282 0.017496 0.002632 0.000046
5.332778 0.017496 0.002632 0.000046
5.350274 0.017496 0.002631 0.000045
5.367770 0.017496 0.002631 0.000045
5.385267 0.017497 0.002630 0.000044
5.402763 0.017497 0.002630 0.000044
5.420260 0.017497 0.002629 0.000043
5.437758 0.017497 0.002629 0.000043
5.455255 0.017498 0.002628 0.000042
5.472753 0.017498 0.002627 0.000041
5.490251 0.017498 0.002627 0.000041
5.507750 0.017498 0.002626 0.000040
5.525248 0.017499 0.002625 0.000039
5.542747 0.017499 0.002624 0.000038
5.560247 0.017499 0.002624 0.000038
5.577746 0.017500 0.002623 0.000037
5.595246 0.017500 0.002622 0.000036
5.612746 0.017500 0.002622 0.000036
5.630246 0.017500 0.002621 0.000035
5.647746 0.017500 0.002620 0.000034
5.665247 0.017500 0.002619 0.000033
5.682747 0.017500 0.002619 0.000033
5.700247 0.017500 0.002618 0.000032
5.717747 0.017500 0.002617 0.000031
5.735247 0.017500 0.002616 0.000030
5.752748 0.017500 0.002616 0.000030
5.770248 0.017500 0.002615 0.000029
5.787749 0.017501 0.002614 0.000028
5.805249 0.017501 0.002613 0.000027
5.822750 0.017501 0.002613 0.000027
5.840251 0.017501 0.002612 0.000026
5.857752 0.017501 0.002611 0.000025
5.875254 0.017501 0.002610 0.000025
5.892755 0.017502 0.002610 0.000024
5.910257 0.017502 0.002609 0.000023
5.927759 0.017502 0.002608 0.000022
5.945262 0.017502 0.002607 0.000022
5.962764 0.017503 0.002607 0.000021
5.980267 0.017503 0.002606 0.000020
5.997770 0.017503 0.002605 0.000019
6.015274 0.017504 0.002604 0.000018
6.032778 0.017504 0.002604 0.000018
6.050282 0.017504 0.002603 0.000017
6.067786 0.017505 0.002602 0.000016
6.085291 0.017505 0.002601 0.000015
6.102797 0.017505 0.002600 0.000014
6.120302 0.017506 0.002600 0.000014
6.137808 0.017506 0.002599 0.000013
6.155314 0.017506 0.002598 0.000012
6.172820 0.017506 0.002597 0.000011
6.190327 0.017507 0.002596 0.000010
6.207834 0.017507 0.002595 0.000009
6.225342 0.017507 0.002594 0.000008
6.242850 0.017508 0.002593 0.000007
6.260358 0.017508 0.002592 0.000006
6.277866 0.017508 0.002591 0.000005
6.295374 0.017508 0.002590 0.000004
6.312883 0.017509 0.002589 0.000003
6.330392 0.017509 0.002588 0.000002
6.347901 0.017509 0.002587 0.000001
6.365411 0.017509 0.002586 0.000000
6.382920 0.017510 0.002585 -0.000001
6.400430 0.017510 0.002584 -0.000002
6.417940 0.017510 0.002583 -0.000003
6.435450 0.017510 0.002582 -0.000004
6.452961 0.017511 0.002581 -0.000005
6.470472 0.017511 0.002579 -0.000006
6.487983 0.017511 0.002578 -0.000008
6.505494 0.017511 0.002577 -0.000009
6.523005 0.017511 0.002576 -0.000010
6.540517 0.017512 0.002575 -0.000011
6.558029 0.017512 0.002574 -0.000012
6.575541 0.017512 0.002573 -0.000013
6.593053 0.017512 0.002572 -0.000014
6.610566 0.017512 0.002571 -0.000015
6.628078 0.017513 0.002570 -0.000016
6.645591 0.017513 0.002569 -0.000017
6.663104 0.017513 0.002568 -0.000018
6.680617 0.017513 0.002567 -0.000019
6.698131 0.017513 0.002566 -0.000020
6.715644 0.017514 0.002565 -0.000021
6.733158 0.017514 0.002564 -0.000022
6.750672 0.017514 0.002563 -0.000023
6.768186 0.017514 0.002562 -0.000023
6.785701 0.017514 0.002562 -0.000024
6.803215 0.017515 0.002561 -0.000025
6.820730 0.017515 0.002560 -0.000026
6.838245 0.017515 0.002559 -0.000027
6.855761 0.017515 0.002559 -0.000027
6.873276 0.017516 0.002558 -0.000028
6.890792 0.017516 0.002557 -0.000029
6.908308 0.017516 0.002557 -0.000029
6.925824 0.017516 0.002556 -0.000030
6.943341 0.017516 0.002556 -0.000030
6.960858 0.017517 0.002555 -0.000030
6.978375 0.017517 0.002555 -0.000031
6.995892 0.017517 0.002555 -0.000031
7.013409 0.017517 0.002555 -0.000031
7.030926 0.017517 0.002555 -0.000031
7.048443 0.017517 0.002555 -0.000031
7.065960 0.017517 0.002555 -0.000031
7.083478 0.017517 0.002555 -0.000031
7.100995 0.017517 0.002555 -0.000031
7.118512 0.017517 0.002555 -0.000031
7.136030 0.017517 0.002555 -0.000030
7.153547 0.017517 0.002556 -0.000030
7.171065 0.017518 0.002556 -0.000030
7.188582 0.017518 0.002557 -0.000029
7.206100 0.017518 0.002557 -0.000029
7.223618 0.017518 0.002558 -0.000028
7.241136 0.017518 0.002559 -0.000027
7.258655 0.017518 0.002559 -0.000027
7.276173 0.017518 0.002560 -0.000026
7.293691 0.017518 0.002561 -0.000025
7.311209 0.017518 0.002562 -0.000024
7.328728 0.017518 0.002563 -0.000023
7.346246 0.017518 0.002564 -0.000022
7.363764 0.017518 0.002566 -0.000020
7.381282 0.017518 0.002567 -0.000019
7.398801 0.017518 0.002568 -0.000018
7.416319 0.017518 0.002569 -0.000016
7.433838 0.017518 0.002571 -0.000015
7.451356 0.017519 0.002572 -0.000014
7.468875 0.017519 0.002574 -0.000012
7.486394 0.017519 0.002575 -0.000011
7.503912 0.017519 0.002577 -0.000009
7.521431 0.017519 0.002579 -0.000007
7.538950 0.017519 0.002580 -0.000006
7.556469 0.017519 0.002582 -0.000004
7.573988 0.017519 0.002584 -0.000002
7.591507 0.017519 0.002585 -0.000001
7.609026 0.017519 0.002587 0.000001
7.626545 0.017519 0.002589 0.000003
7.644064 0.017519 0.002590 0.000005
7.661584 0.017519 0.002592 0.000006
7.679103 0.017520 0.002594 0.000008
7.696623 0.017520 0.002596 0.000010
7.714143 0.017520 0.002597 0.000011
7.731663 0.017520 0.002599 0.000013
7.749183 0.017520 0.002601 0.000015
7.766703 0.017520 0.002602 0.000016
7.784224 0.017520 0.002604 0.000018
7.801744 0.017521 0.002606 0.000020
7.819265 0.017521 0.002607 0.000021
7.836786 0.017521 0.002609 0.000023
7.854307 0.017521 0.002610 0.000024
7.871829 0.017521 0.002612 0.000026
7.889350 0.017522 0.002613 0.000027
7.906872 0.017522 0.002614 0.000028
7.924394 0.017522 0.002616 0.000030
7.941916 0.017522 0.002617 0.000031
7.959438 0.017522 0.002618 0.000033
7.976961 0.017523 0.002620 0.000034
7.994484 0.017523 0.002621 0.000035
8.012006 0.017523 0.002622 0.000036
8.029530 0.017523 0.002623 0.000038
8.047053 0.017523 0.002625 0.000039
8.064576 0.017524 0.002626 0.000040
8.082100 0.017524 0.002627 0.000041
8.099624 0.017524 0.002628 0.000042
8.117148 0.017524 0.002629 0.000043
8.134672 0.017524 0.002630 0.000044
8.152196 0.017524 0.002631 0.000045
8.169721 0.017524 0.002632 0.000046
8.187245 0.017524 0.002633 0.000047
8.204770 0.017525 0.002634 0.000048
8.222294 0.017525 0.002635 0.000049
8.239819 0.017525 0.002636 0.000050
8.257344 0.017525 0.002636 0.000050
8.274869 0.017525 0.002637 0.000051
8.292394 0.017525 0.002638 0.000052
8.309920 0.017525 0.002639 0.000053
8.327445 0.017525 0.002639 0.000053
8.344967 0.017521 0.002640 0.000054
8.362483 0.017516 0.002641 0.000055
8.379993 0.017511 0.002642 0.000056
8.397498 0.017505 0.002642 0.000057
8.414998 0.017500 0.002643 0.000057
8.432492 0.017494 0.002644 0.000058
8.449981 0.017489 0.002645 0.000059
8.467464 0.017483 0.002646 0.000060
8.484942 0.017478 0.002647 0.000061
8.502414 0.017472 0.002647 0.000062
8.519880 0.017466 0.002648 0.000063
8.537340 0.017460 0.002649 0.000064
8.554794 0.017454 0.002650 0.000065
8.572242 0.017448 0.002652 0.000066
8.589683 0.017442 0.002653 0.000067
8.607119 0.017436 0.002654 0.000068
8.624548 0.017429 0.002655 0.000069
8.641971 0.017423 0.002656 0.000070
8.659387 0.017416 0.002658 0.000072
8.676796 0.017409 0.002659 0.000073
8.694198 0.017402 0.002660 0.000075
8.711594 0.017395 0.002662 0.000076
8.728982 0.017388 0.002663 0.000077
8.746362 0.017381 0.002665 0.000079
8.763735 0.017373 0.002666 0.000081
8.781100 0.017365 0.002668 0.000082
8.798457 0.017357 0.002670 0.000084
8.815806 0.017349 0.002671 0.000085
8.833147 0.017341 0.002673 0.000087
8.850479 0.017332 0.002675 0.000089
8.867802 0.017323 0.002677 0.000091
8.885116 0.017314 0.002678 0.000092
8.902421 0.017305 0.002680 0.000094
8.919717 0.017295 0.002682 0.000096
8.937002 0.017286 0.002684 0.000098
8.954278 0.017276 0.002686 0.000100
8.971543 0.017265 0.002687 0.000102
8.988798 0.017255 0.002689 0.000103
9.006043 0.017244 0.002691 0.000105
9.023276 0.017233 0.002693 0.000107
9.040499 0.017222 0.002695 0.000109
9.057710 0.017211 0.002697 0.000111
9.074909 0.017199 0.002698 0.000113
9.092097 0.017188 0.002700 0.000114
9.109272 0.017176 0.002702 0.000116
9.126436 0.017163 0.002704 0.000118
9.143587 0.017151 0.002705 0.000119
9.160725 0.017139 0.002707 0.000121
9.177851 0.017126 0.002709 0.000123
9.194964 0.017113 0.002710 0.000124
9.212063 0.017100 0.002712 0.000126
9.229150 0.017086 0.002713 0.000127
9.246223 0.017073 0.002715 0.000129
9.263282 0.017059 0.002716 0.000130
9.280328 0.017046 0.002717 0.000131
9.297360 0.017032 0.002718 0.000132
9.314378 0.017018 0.002719 0.000134
9.331382 0.017004 0.002720 0.000135
9.348371 0.016990 0.002721 0.000136
9.365347 0.016976 0.002722 0.000136
9.382308 0.016961 0.002723 0.000137
9.399255 0.016947 0.002724 0.000138
9.416188 0.016933 0.002725 0.000139
9.433106 0.016918 0.002725 0.000139
9.450009 0.016904 0.002726 0.000140
9.466898 0.016889 0.002726 0.000140
9.483773 0.016875 0.002727 0.000141
9.500633 0.016860 0.002727 0.000141
9.517479 0.016846 0.002727 0.000141
9.534310 0.016831 0.002727 0.000141
9.551127 0.016817 0.002727 0.000141
9.567929 0.016802 0.002727 0.000141
9.584717 0.016788 0.002727 0.000141
9.601491 0.016774 0.002726 0.000140
9.618251 0.016760 0.002726 0.000140
9.634997 0.016746 0.002725 0.000139
9.651728 0.016732 0.002724 0.000138
9.668446 0.016718 0.002723 0.000137
9.685150 0.016704 0.002722 0.000136
9.701840 0.016690 0.002721 0.000135
9.718516 0.016676 0.002719 0.000134
9.735179 0.016663 0.002718 0.000132
9.751829 0.016650 0.002716 0.000130
9.768465 0.016636 0.002714 0.000128
9.785088 0.016623 0.002712 0.000126
9.801698 0.016610 0.002710 0.000124
9.818295 0.016597 0.002708 0.000122
9.834879 0.016584 0.002705 0.000119
9.851451 0.016571 0.002703 0.000117
9.868010 0.016559 0.002700 0.000114
9.884556 0.016546 0.002697 0.000111
9.901090 0.016534 0.002694 0.000108
9.917612 0.016522 0.002691 0.000105
9.934122 0.016510 0.002687 0.000101
9.950620 0.016498 0.002684 0.000098
9.967106 0.016486 0.002680 0.000094
9.983581 0.016474 0.002676 0.000090
10.000044 0.016463 0.002671 0.000085
10.016495 0.016451 0.002667 0.000081
10.032935 0.016440 0.002662 0.000077
10.049364 0.016429 0.002658 0.000072
10.065782 0.016418 0.002653 0.000067
10.082188 0.016407 0.002648 0.000062
10.098584 0.016396 0.002643 0.000057
10.114969 0.016385 0.002638 0.000052
10.131344 0.016375 0.002633 0.000047
10.147708 0.016364 0.002628 0.000042
10.164062 0.016354 0.002623 0.000037
10.180405 0.016343 0.002617 0.000031
10.196738 0.016333 0.002612 0.000026
10.213061 0.016323 0.002606 0.000020
10.229374 0.016313 0.002600 0.000014
10.245677 0.016303 0.002595 0.000009
10.261971 0.016293 0.002589 0.000003
10.278255 0.016284 0.002583 -0.000003
10.294529 0.016274 0.002577 -0.000009
10.310793 0.016265 0.002571 -0.000015
10.327049 0.016255 0.002565 -0.000021
10.343294 0.016246 0.002558 -0.000028
10.359531 0.016237 0.002552 -0.000034
10.375759 0.016227 0.002545 -0.000040
10.391977 0.016218 0.002539 -0.000047
10.408186 0.016209 0.002532 -0.000054
10.424387 0.016200 0.002526 -0.000060
10.440578 0.016191 0.002519 -0.000067
10.456761 0.016183 0.002512 -0.000074
10.472935 0.016174 0.002505 -0.000081
10.489100 0.016165 0.002498 -0.000088
10.505256 0.016157 0.002491 -0.000095
10.521405 0.016148 0.002483 -0.000102
