# epoch total_loss train_loss test_loss first_derivative second_derivative amplitude gradient_norm learning_rate elapsed_seconds
1.3800000000e+02 7.6802055636e-06 7.6797504871e-06 6.3006962523e-06 3.4512778746e-07 7.4918518679e-09 3.5030229003e-05 1.7895558643e-06 2.0000000000e-02 8.4892516967e+01
1.3900000000e+02 7.6699931503e-06 7.6695349084e-06 6.3130176413e-06 3.4702928476e-07 7.6133298667e-09 3.5079296982e-05 1.7454324586e-06 2.0000000000e-02 8.4495989337e+01
1.4000000000e+02 7.6602992392e-06 7.6598377947e-06 6.3250047928e-06 3.4893777824e-07 7.7380000401e-09 3.5126719790e-05 1.6894269734e-06 2.0000000000e-02 8.4074595629e+01
1.4100000000e+02 7.6510900885e-06 7.6506254147e-06 6.3366948251e-06 3.5084726911e-07 7.8654129897e-09 3.5172361734e-05 1.6860209294e-06 2.0000000000e-02 8.4018647643e+01
1.4200000000e+02 7.6421857035e-06 7.6417177826e-06 6.3473286098e-06 3.5275274833e-07 7.9952207454e-09 3.5215889426e-05 1.6261908621e-06 2.0000000000e-02 8.4501372783e+01
1.4300000000e+02 7.6335788514e-06 7.6331076754e-06 6.3570188001e-06 3.5464853201e-07 8.1269990031e-09 3.5257410154e-05 1.7636838352e-06 2.0000000000e-02 8.5106273327e+01
1.4400000000e+02 7.6252410530e-06 7.6247666204e-06 6.3646508809e-06 3.5653115969e-07 8.2605141921e-09 3.5296278436e-05 1.6544386575e-06 2.0000000000e-02 8.4235121622e+01
1.4500000000e+02 7.6173061463e-06 7.6168284673e-06 6.3704878319e-06 3.5839402950e-07 8.3952122339e-09 3.5332803608e-05 1.5365954805e-06 2.0000000000e-02 8.4283855855e+01
1.4600000000e+02 7.6096928725e-06 7.6092119638e-06 6.3752503891e-06 3.6023455797e-07 8.5306776286e-09 3.5367421737e-05 1.4008850884e-06 2.0000000000e-02 8.5288801208e+01
1.4700000000e+02 7.6024433729e-06 7.6019592584e-06 6.3798627480e-06 3.6204875533e-07 8.6664944355e-09 3.5400752881e-05 1.3978639677e-06 2.0000000000e-02 8.5648556553e+01
1.4800000000e+02 7.5953765383e-06 7.5948892466e-06 6.3840191983e-06 3.6383469918e-07 8.8024323869e-09 3.5432641728e-05 1.3842092990e-06 2.0000000000e-02 8.4562275301e+01
1.4900000000e+02 7.5886274441e-06 7.5881370085e-06 6.3874692392e-06 3.6559076882e-07 8.9381836667e-09 3.5463074973e-05 1.2735559407e-06 2.0000000000e-02 8.4590104094e+01
1.5000000000e+02 7.5822199866e-06 7.5817264493e-06 6.3913517900e-06 3.6731291285e-07 9.0731718090e-09 3.5492638641e-05 1.2431861532e-06 2.0000000000e-02 8.4373466180e+01
1.5100000000e+02 7.5760459318e-06 7.5755493344e-06 6.3953049946e-06 3.6900285553e-07 9.2073247746e-09 3.5521307462e-05 1.2019484442e-06 2.0000000000e-02 8.4559088933e+01
1.5200000000e+02 7.5701452357e-06 7.5696456336e-06 6.3997169955e-06 3.7065267894e-07 9.3400255720e-09 3.5549171083e-05 1.1663081162e-06 2.0000000000e-02 8.4511253105e+01
1.5300000000e+02 7.5644618770e-06 7.5639593253e-06 6.4049128168e-06 3.7226427570e-07 9.4710832796e-09 3.5576557967e-05 1.1351212269e-06 2.0000000000e-02 8.4749186135e+01
1.5400000000e+02 7.5589617499e-06 7.5584563072e-06 6.4107573790e-06 3.7383621144e-07 9.6003051968e-09 3.5603375944e-05 1.1050178526e-06 2.0000000000e-02 8.5475772684e+01
1.5500000000e+02 7.5537361036e-06 7.5532278319e-06 6.4167977535e-06 3.7536743885e-07 9.7274906789e-09 3.5629292852e-05 1.1318978265e-06 2.0000000000e-02 8.5905885548e+01
1.5600000000e+02 7.5486552614e-06 7.5481442311e-06 6.4220044281e-06 3.7685408373e-07 9.8522399488e-09 3.5653849856e-05 1.1450931352e-06 2.0000000000e-02 8.5379018597e+01
1.5700000000e+02 7.5438469428e-06 7.5433332266e-06 6.4262034568e-06 3.7829528347e-07 9.9744013799e-09 3.5676888344e-05 1.1358725293e-06 2.0000000000e-02 8.4489368397e+01
1.5800000000e+02 7.5391562724e-06 7.5386399448e-06 6.4293278157e-06 3.7969075049e-07 1.0093837253e-08 3.5698422143e-05 1.1215969781e-06 2.0000000000e-02 8.4941311945e+01
1.5900000000e+02 7.5345957420e-06 7.5340768787e-06 6.4314025753e-06 3.8104044888e-07 1.0210433601e-08 3.5718519886e-05 1.1355195570e-06 2.0000000000e-02 8.4451442106e+01
1.6000000000e+02 7.5301743982e-06 7.5296530688e-06 6.4326508080e-06 3.8234972278e-07 1.0324232882e-08 3.5737347055e-05 1.1018434658e-06 2.0000000000e-02 8.4569912481e+01
1.6100000000e+02 7.5258945888e-06 7.5253708676e-06 6.4333469599e-06 3.8361670149e-07 1.0434933280e-08 3.5755092049e-05 1.0989379131e-06 2.0000000000e-02 8.4545990422e+01
1.6200000000e+02 7.5218380099e-06 7.5213119788e-06 6.4336421387e-06 3.8483773040e-07 1.0542165242e-08 3.5771762475e-05 1.0015155199e-06 2.0000000000e-02 8.5006196746e+01
1.6300000000e+02 7.5179060665e-06 7.5173778043e-06 6.4345429873e-06 3.8601595006e-07 1.0645825763e-08 3.5787953201e-05 9.7751069651e-07 2.0000000000e-02 8.5629173805e+01
1.6400000000e+02 7.5140709408e-06 7.5135405201e-06 6.4366480801e-06 3.8715544597e-07 1.0746119403e-08 3.5804055331e-05 9.8010503603e-07 2.0000000000e-02 8.5730298535e+01
1.6500000000e+02 7.5103540784e-06 7.5098215670e-06 6.4395341349e-06 3.8825941561e-07 1.0843207325e-08 3.5820001247e-05 9.6889289601e-07 2.0000000000e-02 8.5562723019e+01
1.6600000000e+02 7.5066282568e-06 7.5060937226e-06 6.4436141317e-06 3.8932843146e-07 1.0936967138e-08 3.5836030697e-05 9.7563988212e-07 2.0000000000e-02 8.5796547898e+01
1.6700000000e+02 7.5029211468e-06 7.5023846513e-06 6.4496150621e-06 3.9036621744e-07 1.1027675167e-08 3.5852476854e-05 9.6735627637e-07 2.0000000000e-02 8.5294535844e+01
1.6800000000e+02 7.4992232199e-06 7.4986848236e-06 6.4575660463e-06 3.9137326156e-07 1.1115378627e-08 3.5869315875e-05 9.4734632743e-07 2.0000000000e-02 8.4541385915e+01
1.6900000000e+02 7.4955673740e-06 7.4950271376e-06 6.4669826112e-06 3.9234918808e-07 1.1200079060e-08 3.5886433167e-05 9.1756389503e-07 2.0000000000e-02 8.4428691624e+01
1.7000000000e+02 7.4920540556e-06 7.4915120422e-06 6.4763187888e-06 3.9329206562e-07 1.1281800574e-08 3.5903299048e-05 9.4007147235e-07 2.0000000000e-02 8.4222531675e+01
1.7100000000e+02 7.4885892594e-06 7.4880455285e-06 6.4847968784e-06 3.9420341271e-07 1.1360798599e-08 3.5919567956e-05 1.0185402343e-06 2.0000000000e-02 8.4513199538e+01
1.7200000000e+02 7.4851800781e-06 7.4846346840e-06 6.4911934768e-06 3.9508620103e-07 1.1437291682e-08 3.5934934417e-05 1.1068311629e-06 2.0000000000e-02 8.4960655401e+01
1.7300000000e+02 7.4818343359e-06 7.4812873273e-06 6.4958363915e-06 3.9594405901e-07 1.1511536682e-08 3.5949239845e-05 1.0676594003e-06 2.0000000000e-02 8.4245261608e+01
1.7400000000e+02 7.4784734639e-06 7.4779248963e-06 6.4986127252e-06 3.9677230892e-07 1.1583268798e-08 3.5962576383e-05 1.0420174700e-06 2.0000000000e-02 8.4477778463e+01
1.7500000000e+02 7.4750938654e-06 7.4745437884e-06 6.4999715761e-06 3.9757512096e-07 1.1652661690e-08 3.5975282203e-05 1.0126152550e-06 2.0000000000e-02 8.5831360045e+01
1.7600000000e+02 7.4718025435e-06 7.4712510032e-06 6.5004799790e-06 3.9835456341e-07 1.1719811177e-08 3.5987615185e-05 9.5935533949e-07 2.0000000000e-02 8.5809855304e+01
1.7700000000e+02 7.4685053760e-06 7.4679524141e-06 6.5009518934e-06 3.9911322925e-07 1.1784869722e-08 3.5999959981e-05 1.0214430986e-06 2.0000000000e-02 8.5361074271e+01
1.7800000000e+02 7.4652776700e-06 7.4647233312e-06 6.5009194033e-06 3.9984888401e-07 1.1847795434e-08 3.6011999640e-05 9.5965266012e-07 2.0000000000e-02 8.4628077616e+01
1.7900000000e+02 7.4621564112e-06 7.4616007390e-06 6.5012675025e-06 4.0056262212e-07 1.1908538857e-08 3.6024230851e-05 9.4260041134e-07 2.0000000000e-02 8.4773663024e+01
1.8000000000e+02 7.4590548643e-06 7.4584979020e-06 6.5026239155e-06 4.0125452129e-07 1.1967088209e-08 3.6036976167e-05 9.6252320200e-07 2.0000000000e-02 8.4444361546e+01
1.8100000000e+02 7.4559816053e-06 7.4554233937e-06 6.5050395718e-06 4.0192599495e-07 1.2023533467e-08 3.6050251179e-05 9.6073218665e-07 2.0000000000e-02 8.4689341096e+01
1.8200000000e+02 7.4528934542e-06 7.4523340253e-06 6.5086342417e-06 4.0258241791e-07 1.2078223635e-08 3.6064209279e-05 9.9754550495e-07 2.0000000000e-02 8.4294032500e+01
1.8300000000e+02 7.4498345591e-06 7.4492739450e-06 6.5125675519e-06 4.0322284286e-07 1.2131289640e-08 3.6078357268e-05 9.7696495230e-07 2.0000000000e-02 8.4574358829e+01
1.8400000000e+02 7.4468002005e-06 7.4462384279e-06 6.5173097728e-06 4.0385076640e-07 1.2182892475e-08 3.6092943316e-05 9.7186927935e-07 2.0000000000e-02 8.4621899904e+01
1.8500000000e+02 7.4437591569e-06 7.4431962468e-06 6.5235686335e-06 4.0446910684e-07 1.2233264758e-08 3.6108358579e-05 9.6731181039e-07 2.0000000000e-02 8.4463464008e+01
1.8600000000e+02 7.4407260456e-06 7.4401620145e-06 6.5311074014e-06 4.0508000294e-07 1.2282661718e-08 3.6124435589e-05 9.5807044756e-07 2.0000000000e-02 8.4855456172e+01
1.8700000000e+02 7.4377123085e-06 7.4371471692e-06 6.5395249411e-06 4.0568521339e-07 1.2331301793e-08 3.6141075299e-05 9.5581371595e-07 2.0000000000e-02 8.4357454759e+01
1.8800000000e+02 7.4347120642e-06 7.4341458239e-06 6.5490074463e-06 4.0628794319e-07 1.2379403557e-08 3.6158378777e-05 9.3153077962e-07 2.0000000000e-02 8.4551832944e+01
1.8900000000e+02 7.4317848720e-06 7.4312175345e-06 6.5591219196e-06 4.0688936905e-07 1.2427209028e-08 3.6176090688e-05 9.2653330410e-07 2.0000000000e-02 8.4586145568e+01
1.9000000000e+02 7.4288756966e-06 7.4283072660e-06 6.5691277563e-06 4.0748850242e-07 1.2474824628e-08 3.6193870432e-05 9.2737694286e-07 2.0000000000e-02 8.4521217874e+01
1.9100000000e+02 7.4259848864e-06 7.4254153677e-06 6.5786572454e-06 4.0808432776e-07 1.2522283233e-08 3.6211535708e-05 9.6076853684e-07 2.0000000000e-02 8.4449016411e+01
1.9200000000e+02 7.4231265726e-06 7.4225559694e-06 6.5870862782e-06 4.0867723074e-07 1.2569722290e-08 3.6228752944e-05 9.1858865213e-07 2.0000000000e-02 8.4669220794e+01
1.9300000000e+02 7.4202068944e-06 7.4196352049e-06 6.5946510355e-06 4.0926986916e-07 1.2617394148e-08 3.6245646310e-05 8.9960710469e-07 2.0000000000e-02 8.4616599964e+01
1.9400000000e+02 7.4173792486e-06 7.4168064686e-06 6.6018042004e-06 4.0986353256e-07 1.2665410733e-08 3.6262316734e-05 8.7851649785e-07 2.0000000000e-02 8.4900230812e+01
1.9500000000e+02 7.4145727421e-06 7.4139988687e-06 6.6089088563e-06 4.1045759935e-07 1.2713679298e-08 3.6278998546e-05 8.7280493712e-07 2.0000000000e-02 8.4696999921e+01
1.9600000000e+02 7.4117862834e-06 7.4112113139e-06 6.6158089521e-06 4.1105149301e-07 1.2762233849e-08 3.6295617349e-05 8.7460576177e-07 2.0000000000e-02 8.4515131869e+01
1.9700000000e+02 7.4091482469e-06 7.4085721790e-06 6.6223602549e-06 4.1164546278e-07 1.2811028313e-08 3.6312130569e-05 8.6674270194e-07 2.0000000000e-02 8.5065684216e+01
1.9800000000e+02 7.4063808564e-06 7.4058036853e-06 6.6289381192e-06 4.1224144661e-07 1.2860096167e-08 3.6328687651e-05 8.6618674339e-07 2.0000000000e-02 8.4390051665e+01
1.9900000000e+02 7.4037408882e-06 7.4031626085e-06 6.6356651391e-06 4.1283991749e-07 1.2909436188e-08 3.6345402213e-05 8.8338970804e-07 2.0000000000e-02 8.4555995508e+01
2.0000000000e+02 7.4010779843e-06 7.4004985887e-06 6.6419267179e-06 4.1344219548e-07 1.2959143269e-08 3.6361991136e-05 8.8500793010e-07 2.0000000000e-02 8.4696020085e+01
2.0100000000e+02 7.3984345621e-06 7.3978540450e-06 6.6478747056e-06 4.1404728785e-07 1.3009141180e-08 3.6378407454e-05 8.9489453912e-07 2.0000000000e-02 8.4435855960e+01
2.0200000000e+02 7.3957988869e-06 7.3952172387e-06 6.6533694189e-06 4.1465719824e-07 1.3059646610e-08 3.6394560623e-05 9.0595590171e-07 2.0000000000e-02 8.4907843620e+01
2.0300000000e+02 7.3931952364e-06 7.3926124446e-06 6.6583601258e-06 4.1527327714e-07 1.3110818694e-08 3.6410402236e-05 8.6836119958e-07 2.0000000000e-02 8.6291492261e+01
2.0400000000e+02 7.3906312719e-06 7.3900473267e-06 6.6635773257e-06 4.1589506898e-07 1.3162376041e-08 3.6426392320e-05 8.6586282963e-07 2.0000000000e-02 8.4369929456e+01
2.0500000000e+02 7.3880920771e-06 7.3875069726e-06 6.6690826806e-06 4.1652018587e-07 1.3214185196e-08 3.6442477908e-05 8.7977439516e-07 2.0000000000e-02 8.4417002417e+01
2.0600000000e+02 7.3855974873e-06 7.3850112151e-06 6.6748006348e-06 4.1715041724e-07 1.3266315580e-08 3.6458641937e-05 8.9728569014e-07 2.0000000000e-02 8.5013438423e+01
2.0700000000e+02 7.3831438140e-06 7.3825563696e-06 6.6816575361e-06 4.1778346549e-07 1.3318554025e-08 3.6475399517e-05 9.0217361340e-07 2.0000000000e-02 8.5410093253e+01
2.0800000000e+02 7.3806933150e-06 7.3801046915e-06 6.6897280540e-06 4.1842097804e-07 1.3370976730e-08 3.6492801136e-05 9.0164815268e-07 1.0000000000e-02 8.5722671586e+01
2.0900000000e+02 7.3782491571e-06 7.3776593527e-06 6.6988190852e-06 4.1905926972e-07 1.3423446743e-08 3.6510752206e-05 8.7800790058e-07 1.0000000000e-02 8.5447221405e+01
2.1000000000e+02 7.3770383360e-06 7.3764479427e-06 6.7036957641e-06 4.1937762078e-07 1.3449575458e-08 3.6519918630e-05 8.4924933636e-07 1.0000000000e-02 8.5310549267e+01
2.1100000000e+02 7.3758537174e-06 7.3752627387e-06 6.7085932641e-06 4.1969400648e-07 1.3475554625e-08 3.6529117993e-05 8.3306154246e-07 1.0000000000e-02 8.5455665990e+01
2.1200000000e+02 7.3746829713e-06 7.3740914115e-06 6.7134688250e-06 4.2000765300e-07 1.3501391930e-08 3.6538236037e-05 8.3383314937e-07 1.0000000000e-02 8.5148224520e+01
2.1300000000e+02 7.3735242443e-06 7.3729321069e-06 6.7180624261e-06 4.2031913960e-07 1.3527110415e-08 3.6547226946e-05 8.3697045213e-07 5.0000000000e-03 8.5751001812e+01
2.1400000000e+02 7.3723918435e-06 7.3717991319e-06 6.7222909801e-06 4.2062831215e-07 1.3552727572e-08 3.6555981152e-05 8.3768290215e-07 5.0000000000e-03 8.5420684308e+01
2.1500000000e+02 7.3718253574e-06 7.3712323611e-06 6.7241848614e-06 4.2078138817e-07 1.3565473333e-08 3.6560214658e-05 8.4092579841e-07 5.0000000000e-03 8.5819996005e+01
2.1600000000e+02 7.3713891088e-06 7.3707958300e-06 6.7255302585e-06 4.2093296557e-07 1.3578154271e-08 3.6564301705e-05 8.5649247152e-07 5.0000000000e-03 8.5946877586e+01
2.1700000000e+02 7.3708167766e-06 7.3702232194e-06 6.7268362583e-06 4.2108183967e-07 1.3590712333e-08 3.6568172433e-05 8.5407779014e-07 2.5000000000e-03 8.5583865393e+01
2.1800000000e+02 7.3702463953e-06 7.3696525630e-06 6.7278130806e-06 4.2122864950e-07 1.3603184124e-08 3.6571855998e-05 8.4703314878e-07 2.5000000000e-03 8.4566995030e+01
2.1900000000e+02 7.3699613065e-06 7.3693673380e-06 6.7281629048e-06 4.2130113355e-07 1.3609378628e-08 3.6573619076e-05 8.3768607955e-07 2.5000000000e-03 8.5197257806e+01
