# epoch total_loss train_loss test_loss first_derivative second_derivative amplitude gradient_norm learning_rate elapsed_seconds
6.3000000000e+01 3.2913640157e-06 3.2909663603e-06 2.3695489553e-06 3.0452154482e-07 5.2953873391e-09 4.0180006927e-05 7.8913927528e-06 2.0000000000e-02 8.1687738160e+01
6.4000000000e+01 3.1480668981e-06 3.1476690716e-06 2.2566792712e-06 3.0490919389e-07 5.2722898218e-09 4.0194445098e-05 7.7025522617e-06 2.0000000000e-02 8.1698728708e+01
6.5000000000e+01 3.0106553780e-06 3.0102573229e-06 2.1471855145e-06 3.0532050156e-07 5.2532087135e-09 4.0202482064e-05 7.4997558224e-06 2.0000000000e-02 8.1480119651e+01
6.6000000000e+01 2.8788600379e-06 2.8784616996e-06 2.0407627457e-06 3.0575122129e-07 5.2381574778e-09 4.0205525280e-05 7.3108824420e-06 2.0000000000e-02 8.1445068954e+01
6.7000000000e+01 2.7523052319e-06 2.7519065705e-06 1.9377341480e-06 3.0618925671e-07 5.2267427901e-09 4.0204785082e-05 7.1388451431e-06 2.0000000000e-02 8.1122588584e+01
6.8000000000e+01 2.6314122270e-06 2.6310132129e-06 1.8372401477e-06 3.0662609332e-07 5.2186647398e-09 4.0201408171e-05 6.9161079297e-06 2.0000000000e-02 8.1584624602e+01
6.9000000000e+01 2.5150753819e-06 2.5146760079e-06 1.7413751441e-06 3.0704401616e-07 5.2133479294e-09 4.0196510770e-05 6.7844257128e-06 2.0000000000e-02 8.1538381353e+01
7.0000000000e+01 2.4030945917e-06 2.4026948617e-06 1.6476182359e-06 3.0743503785e-07 5.2104355284e-09 4.0190581875e-05 6.6190441765e-06 2.0000000000e-02 8.1564790217e+01
7.1000000000e+01 2.2959603656e-06 2.2955603043e-06 1.5576626323e-06 3.0778374158e-07 5.2092908009e-09 4.0184680323e-05 6.4797556489e-06 2.0000000000e-02 8.1619279174e+01
7.2000000000e+01 2.1929543056e-06 2.1925539469e-06 1.4714203604e-06 3.0808443796e-07 5.2095112046e-09 4.0179199346e-05 6.3491503804e-06 2.0000000000e-02 8.1526352537e+01
7.3000000000e+01 2.0937427233e-06 2.0933421122e-06 1.3890437090e-06 3.0833026858e-07 5.2106779618e-09 4.0174048906e-05 6.2245898904e-06 2.0000000000e-02 8.1582572043e+01
7.4000000000e+01 1.9984258644e-06 1.9980250510e-06 1.3099304599e-06 3.0851966650e-07 5.2124570822e-09 4.0169142448e-05 6.1031051131e-06 2.0000000000e-02 8.0755508187e+01
7.5000000000e+01 1.9074151990e-06 1.9070142361e-06 1.2342590494e-06 3.0865338762e-07 5.2145362599e-09 4.0164133971e-05 5.9578157075e-06 2.0000000000e-02 8.1418185674e+01
7.6000000000e+01 1.8204236786e-06 1.8200226208e-06 1.1625341387e-06 3.0873350238e-07 5.2165172110e-09 4.0159146271e-05 5.8286745219e-06 2.0000000000e-02 8.1591210975e+01
7.7000000000e+01 1.7374538786e-06 1.7370527765e-06 1.0949695251e-06 3.0876673731e-07 5.2181429178e-09 4.0153875535e-05 5.6886118318e-06 2.0000000000e-02 8.1621395768e+01
7.8000000000e+01 1.6584448620e-06 1.6580437633e-06 1.0309917573e-06 3.0875897767e-07 5.2191705912e-09 4.0148038239e-05 5.5487253728e-06 2.0000000000e-02 8.1601789153e+01
7.9000000000e+01 1.5829284299e-06 1.5825273771e-06 9.7047443874e-07 3.0871739491e-07 5.2194190766e-09 4.0141232133e-05 5.4115705080e-06 2.0000000000e-02 8.1660872862e+01
8.0000000000e+01 1.5115414029e-06 1.5111404314e-06 9.1302224258e-07 3.0865002205e-07 5.2188339963e-09 4.0133155922e-05 5.2553074127e-06 2.0000000000e-02 8.1373448472e+01
8.1000000000e+01 1.4440880431e-06 1.4436871766e-06 8.5839546822e-07 3.0856801878e-07 5.2174699723e-09 4.0123814140e-05 5.1035997660e-06 2.0000000000e-02 8.1818321735e+01
8.2000000000e+01 1.3800664649e-06 1.3796657207e-06 8.0652289055e-07 3.0847721593e-07 5.2153799467e-09 4.0113198808e-05 4.9551865863e-06 2.0000000000e-02 8.1380267935e+01
